plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,judgment_entry_date,violation_status
DNG2629,NY,PAS,8074049231,10/06/2016,05:23P,FRONT OR BACK PLATE MISSING,65.0,0.0,0.0,0.0,65.0,0.0,20.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQVkVsNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EGM9030,NY,PAS,8074049292,10/07/2016,01:19P,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQVkVrMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HDV1539,NY,PAS,8074049449,10/07/2016,04:51P,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQVkZFd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
UGF41U,NJ,PAS,7922934324,10/19/2008,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmVVMXFhM3BPUkUxNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
66763MD,NY,COM,8074049670,10/10/2016,10:14A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,37.0,28.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQVkZrelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
VWW59N,NJ,PAS,7922934350,10/19/2008,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmVVMXFhM3BPUkUweFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EKH2660,NY,PAS,7922935006,10/24/2008,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmVVMXFhM3BPVkVGM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
M62AEU,NJ,PAS,8010162668,11/20/2016,10:59A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOYWxreVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
AWE8303,NY,PAS,8010162711,11/20/2016,12:39P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOYW1ONFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
ENX1814,NY,PAS,7462519793,01/21/2009,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk1rMXFWWGhQVkdNMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HHG2894,NY,PAS,5096312409,05/06/2017,02:52A,FAILURE TO STOP AT RED LIGHT,50.0,25.0,1.56,0.0,76.56,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGhOYWxGM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
HCM4944,NY,PAS,4646074400,05/25/2018,01:54P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkZGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
AH83187,CT,PAS,8512843408,06/11/2018,09:36A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMXFaekJOZWxGM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HMK9138,NY,PAS,4009472698,09/25/2018,05:56P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYWxrMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
RLN7407,GA,PAS,4649734241,10/31/2018,11:42A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FOVVZM3BPUkVrd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
D7642,DE,PAS,7025835330,08/12/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmVVNVVaM3BPVkUxNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GYC8051,NY,PAS,8754924923,09/06/2019,01:54P,SIDEWALK,115.0,0.0,0.0,0.0,115.0,0.0,104.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVhM2xPUkd0NVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HZE1037,NY,PAS,4009472704,09/25/2018,05:56P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYW1OM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T723014C,NY,OMT,8529705210,04/03/2017,04:48P,CROSSWALK,115.0,0.0,0.0,0.0,115.0,0.0,43.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPVkVsNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
BC1X517,TX,PAS,4645834071,05/17/2018,03:28P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkVFelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
17793JZ,NY,COM,8507965258,06/28/2017,11:09A,COMML PLATES-UNALTERED VEHICLE,115.0,60.0,3.32,0.0,178.32,0.0,1.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmQwNTZhekpPVkVreFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03/01/2018,HEARING HELD-GUILTY
DCN6113,NY,PAS,8511812878,04/10/2017,11:14A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOYW1jelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GXP9964,NY,PAS,8074049565,10/10/2016,08:45A,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQVkZVeVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
F61GMD,NJ,PAS,8074049700,10/10/2016,10:52A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEJQVkdOM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EGN922,VT,PAS,7922935675,10/26/2008,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmVVMXFhM3BPVkZrelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
CZP8526,NY,PAS,8010162760,11/20/2016,01:53P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOYW1NeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
JMD8054,PA,PAS,4645834113,05/17/2018,03:41P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkVWNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GZM3480,NY,PAS,4009472728,09/25/2018,05:56P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYW1ONVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
XFXV64,NJ,PAS,4649734265,10/31/2018,11:42A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FOVVZM3BPUkVreVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EVB5191,NY,PAS,8754925113,09/07/2019,03:01P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,112.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVhM2xPVkVWNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
THD13L,NJ,PAS,7005796470,09/18/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmQwNVVZelZPYWxFelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GYR6303,NY,OMS,7005796720,09/19/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmQwNVVZelZPYW1ONVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
KDR0984,PA,PAS,4645834101,05/17/2018,03:40P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkVWM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
91868MJ,NY,COM,8497065578,06/13/2017,09:44A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,37.0,28.0,0.0,10.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPVkZVelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
YARX074,OR,PAS,8497065530,06/13/2017,09:17A,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,65.0,0.0,0.0,10.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPVkZWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
RDU3295,GA,PAS,8513950853,02/23/2017,08:15A,NO PARKING-STREET CLEANING,45.0,60.0,0.1,0.05,105.05,0.0,25.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhekZOUkdjeFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06/15/2017,
GNE5506,NY,PAS,8513950907,02/23/2017,09:05A,NO PARKING-STREET CLEANING,45.0,60.0,0.05,0.05,105.0,0.0,28.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhekZOUkd0M1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06/15/2017,
HHG6296,NY,PAS,5096312616,05/06/2017,04:29A,FAILURE TO STOP AT RED LIGHT,50.0,25.0,2.03,0.0,77.03,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGhOYWxsNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
DVE7003,NY,PAS,7499637098,12/05/2016,06:42A,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWHBPZWtFMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HFX8306,NY,PAS,7499637130,12/06/2016,06:38A,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWHBPZWtWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GVM6511,NY,PAS,8511812994,04/11/2017,10:26A,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,33.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOYW1zMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GES3932,NY,PAS,7738753237,04/06/2015,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wamVrOUVZekZOZWtsNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
DUG5219,NY,PAS,8074050014,10/11/2016,04:52P,REG. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,28.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOUkVGNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
AC46337,CT,999,8010162802,11/20/2016,04:38P,NO STANDING EXCP D/S,95.0,0.0,0.0,0.0,95.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOYW1kM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
XDYK33,NJ,PAS,8010161779,11/03/2016,04:16P,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,0.0,115.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOVkdNelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T709624C,NY,OMT,8010162875,11/21/2016,04:13P,DOUBLE PARKING,115.0,0.0,0.0,0.0,115.0,0.0,17.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOYW1jelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
VHA81G,NJ,PAS,7922936760,10/30/2008,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wcmVVMXFhM3BPYW1NeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
AP501F,NJ,PAS,8010161895,11/04/2016,04:20P,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,33.0,82.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOVkdjMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
DLV2829,NY,PAS,7499636379,11/02/2016,10:23A,NO PARKING-DAY/TIME LIMITS,60.0,10.0,0.0,0.0,70.0,0.0,111.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWHBPYWswelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
ECU5872,NY,PAS,7499636112,10/27/2016,06:23A,WRONG WAY,45.0,10.0,0.0,55.0,0.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWHBPYWtWNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GBL1725,NY,PAS,4646074448,05/25/2018,01:54P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkZFd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
JLK5437,NY,PAS,8754964088,09/05/2019,10:36A,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,65.0,0.0,0.0,40.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNUVhekpPUkVFMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
HXF4564,NY,PAS,4646074450,05/25/2018,01:54P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkZFeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
NSM443,OK,PAS,4915428710,09/01/2024,01:32P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtScmVFNVVVWGxQUkdONFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T692712C,NY,OMT,8497065610,06/13/2017,10:04A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,10.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPVkZsNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
95481MJ,NY,COM,8513950920,02/23/2017,09:37A,NO PARKING-STREET CLEANING,45.0,60.0,0.07,0.0,105.07,0.0,25.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMTZhekZOUkd0NVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06/15/2017,
C25HGJ,NJ,PAS,5096312793,05/06/2017,05:38A,FAILURE TO STOP AT RED LIGHT,50.0,25.0,2.46,0.02,77.44,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGhOYW1NMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
57434MG,NY,COM,8529705853,04/06/2017,03:04P,DOUBLE PARKING,115.0,0.0,0.0,0.0,0.0,115.0,45.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPVkdjeFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FSC8788,NY,PAS,8529705798,04/05/2017,03:07P,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,45.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPVkdNMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FJZ1036,NY,PAS,7499636203,10/31/2016,06:39A,CROSSWALK,115.0,30.0,0.0,20.0,125.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWHBPYWtsM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
AFP2100,NY,PAS,8529705786,04/05/2017,03:02P,INSP. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,45.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPVkdNMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
HKK5351,NY,PAS,7499637219,12/06/2016,02:48P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWHBPZWtsNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HDE5106,NY,PAS,7499637190,12/06/2016,10:50A,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWHBPZWtVMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HCA4415,NY,PAS,8074050403,10/13/2016,01:51P,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOUkZGM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
17631MD,NY,COM,8511813070,04/11/2017,10:54A,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,15.0,20.0,0.0,34.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaM2hOZWtFelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
62162JM,NY,COM,8010162115,11/09/2016,06:06P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQmVFMUVSVEpOYWtWNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
T684277C,NY,OMT,8308022832,06/20/2016,09:11A,DOUBLE PARKING,115.0,60.0,0.39,0.04,175.35,0.0,52.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwOUVRWGxOYW1kNlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10/06/2016,
FRP9324,NY,PAS,7499636586,11/09/2016,07:28A,NO STANDING-DAY/TIME LIMITS,115.0,10.0,0.0,0.0,125.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWHBPYWxVMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HJY2275,NY,PAS,7499636537,11/08/2016,04:42P,NO STANDING-DAY/TIME LIMITS,115.0,10.0,0.0,0.0,125.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWHBPYWxWNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
JTZ5228,PA,PAS,7499636392,11/03/2016,08:06A,NO PARKING-DAY/TIME LIMITS,60.0,10.0,0.0,0.0,70.0,0.0,109.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVXWHBPYWswMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
JLY7569,PA,PAS,8529705865,04/06/2017,03:21P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,45.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPVkdjeVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
U52HRL,NJ,PAS,5096312940,05/06/2017,06:31A,FAILURE TO STOP AT RED LIGHT,50.0,25.0,1.51,0.0,76.51,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGhOYW1zd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
XBRF60,NJ,PAS,4646074473,05/25/2018,01:55P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkZFelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FJE1771,NY,PAS,8755120969,09/04/2019,05:37P,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,66.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNVVSWGxOUkdzeVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
JLD0011,PA,PAS,4645834150,05/17/2018,04:00P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.1,0.0,75.1,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkVVeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/09/2018,
JYE6262,PA,PAS,4645834137,05/17/2018,03:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.11,0.07,75.04,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkVWNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/09/2018,
